aX,aY,aZ,gX,gY,gZ
-0.211,0.707,-0.370,-33.508,-20.752,-23.804
-0.215,0.689,-0.394,-40.894,-23.560,-29.663
-0.141,0.636,-0.418,-47.180,-25.391,-35.522
-0.073,0.604,-0.453,-51.819,-27.100,-36.743
-0.035,0.589,-0.480,-55.420,-30.457,-34.790
0.010,0.572,-0.512,-57.068,-32.166,-33.569
0.021,0.591,-0.536,-58.777,-35.034,-32.166
0.014,0.610,-0.568,-62.927,-38.818,-31.982
0.051,0.578,-0.599,-68.176,-41.077,-34.546
0.100,0.569,-0.629,-73.486,-43.640,-36.682
0.107,0.571,-0.674,-78.125,-47.546,-37.354
0.142,0.516,-0.719,-82.886,-50.659,-38.879
0.221,0.472,-0.759,-86.609,-52.185,-39.185
0.234,0.471,-0.786,-89.172,-57.678,-36.377
0.201,0.490,-0.807,-91.797,-65.491,-34.729
0.203,0.499,-0.826,-94.299,-70.801,-37.537
0.218,0.507,-0.833,-98.755,-75.500,-42.969
0.262,0.532,-0.821,-107.422,-80.017,-49.255
0.336,0.567,-0.832,-119.385,-82.947,-55.298
0.445,0.561,-0.854,-135.010,-84.106,-59.937
0.517,0.496,-0.881,-152.100,-84.595,-62.805
0.543,0.382,-0.917,-165.588,-84.778,-63.110
0.537,0.243,-0.958,-174.133,-83.801,-61.646
0.508,0.126,-1.001,-177.673,-82.214,-57.495
0.467,0.036,-1.030,-175.537,-82.092,-51.941
0.422,-0.013,-1.039,-168.823,-85.327,-45.288
0.398,-0.020,-1.036,-159.973,-91.980,-37.415
0.433,-0.051,-1.043,-149.658,-99.243,-29.053
0.512,-0.080,-1.045,-138.733,-104.187,-19.653
0.580,-0.063,-1.051,-128.479,-105.835,-9.277
0.574,-0.014,-1.088,-118.225,-102.295,-1.404
0.677,-0.029,-1.083,-108.032,-83.191,-2.869
0.772,-0.097,-1.157,-90.759,-59.875,-24.292
0.736,-0.192,-1.194,-75.012,-41.504,-25.146
0.671,-0.208,-1.212,-64.331,-28.748,-26.917
0.634,-0.168,-1.195,-52.917,-20.020,-32.410
1.243,-0.244,-1.440,-7.446,27.893,-13.000
1.439,-0.438,-1.619,-11.292,34.424,-21.301
1.561,-0.615,-1.845,-11.719,35.950,-26.306
1.706,-0.869,-2.003,-2.014,33.752,-26.184
1.805,-1.089,-2.097,20.264,29.907,-17.578
1.847,-1.186,-2.084,47.119,27.954,0.427
1.821,-1.168,-2.012,70.801,33.447,24.048
1.692,-1.130,-1.916,92.224,50.171,41.931
1.493,-0.998,-1.698,114.014,78.979,48.340
1.270,-0.774,-1.416,135.437,112.610,44.128
1.040,-0.595,-1.196,155.762,143.982,32.288
0.821,-0.454,-1.013,174.866,167.969,18.860
0.624,-0.323,-0.854,193.176,178.589,7.935
0.435,-0.215,-0.721,211.853,176.025,1.221
0.249,-0.155,-0.578,229.492,172.729,0.793
0.138,-0.069,-0.385,246.033,168.457,2.869
0.164,0.078,-0.117,259.583,164.978,7.263
0.160,0.269,0.182,267.456,161.316,21.545
0.073,0.438,0.498,266.785,155.884,45.349
-0.109,0.657,0.849,256.287,152.039,77.637
-0.479,0.928,1.085,237.061,151.855,111.938
-0.846,0.999,1.204,213.989,157.837,132.324
-1.148,0.992,1.309,185.181,165.588,137.268
-1.287,1.112,1.378,146.851,177.124,127.075
-1.332,1.361,1.386,107.727,182.129,96.802
-1.422,1.536,1.172,81.543,169.128,50.232
-1.375,1.788,0.960,51.208,146.240,4.150
-1.242,1.744,0.700,33.386,103.943,-24.109
-0.994,1.378,0.323,42.236,52.734,-37.964
-0.664,1.029,0.034,33.203,11.353,-42.114
-0.373,0.784,-0.175,10.681,-14.587,-46.753
-0.081,0.582,-0.398,1.343,-28.015,-53.406
0.118,0.461,-0.577,-1.526,-32.715,-58.167
0.212,0.434,-0.719,-0.916,-34.973,-58.777
0.211,0.454,-0.816,4.639,-37.476,-53.467
0.169,0.513,-0.875,9.827,-41.443,-43.762
0.149,0.577,-0.895,9.460,-44.800,-34.241
0.158,0.641,-0.878,4.822,-45.959,-25.452
0.164,0.705,-0.847,0.061,-46.143,-17.090
0.173,0.742,-0.800,-1.099,-44.739,-10.681
0.191,0.772,-0.740,1.160,-41.504,-6.287
0.203,0.813,-0.678,4.639,-37.231,-3.357
0.204,0.848,-0.614,8.789,-33.081,-2.319
0.184,0.871,-0.557,13.855,-28.870,-1.099
0.144,0.888,-0.495,17.029,-24.597,-0.122
0.071,0.913,-0.437,18.799,-19.653,0.488
-0.024,0.958,-0.380,18.799,-15.198,-0.122
-0.125,1.013,-0.339,14.343,-14.160,-1.953
-0.212,1.023,-0.324,5.859,-17.090,-3.784
-0.236,0.988,-0.305,-3.296,-22.827,-6.409
-0.213,0.960,-0.298,-11.536,-32.471,-7.874
-0.166,0.930,-0.295,-17.273,-44.189,-5.920
-0.109,0.889,-0.294,-21.179,-56.580,-1.221
-0.047,0.851,-0.285,-23.376,-67.932,5.615
0.020,0.837,-0.288,-23.743,-76.416,14.099
0.042,0.814,-0.310,-23.499,-81.848,21.912
0.074,0.807,-0.322,-24.658,-84.290,26.306
0.073,0.825,-0.349,-25.208,-85.327,23.926
0.099,0.825,-0.398,-25.696,-83.069,16.418
0.153,0.794,-0.455,-29.358,-78.247,6.958
0.207,0.743,-0.523,-32.471,-73.792,-1.831
0.251,0.674,-0.601,-34.668,-69.946,-7.324
0.281,0.590,-0.668,-36.316,-67.627,-8.911
0.305,0.555,-0.721,-36.316,-65.918,-5.554
0.310,0.512,-0.776,-34.119,-65.186,-1.648
0.322,0.453,-0.826,-28.625,-65.063,1.343
0.322,0.436,-0.847,-21.667,-67.322,6.409
0.298,0.506,-0.851,-17.334,-71.960,11.902
0.306,0.552,-0.862,-16.113,-73.914,12.634
0.355,0.543,-0.871,-16.968,-71.716,9.827
0.388,0.548,-0.883,-19.958,-68.604,8.179
0.400,0.543,-0.892,-24.231,-65.247,5.310
0.407,0.527,-0.889,-27.161,-60.730,0.244
0.415,0.525,-0.891,-30.640,-55.176,-4.150
0.399,0.525,-0.895,-34.424,-50.232,-8.240
0.390,0.500,-0.904,-36.987,-44.617,-12.512
0.374,0.467,-0.916,-37.720,-39.734,-16.418
0.356,0.430,-0.924,-36.804,-37.048,-18.860
0.342,0.425,-0.915,-34.058,-36.926,-17.822
0.338,0.457,-0.906,-31.128,-39.063,-14.404
0.374,0.472,-0.890,-28.625,-41.565,-11.108
0.410,0.507,-0.863,-26.794,-43.884,-7.446
0.428,0.560,-0.847,-27.954,-45.776,-4.028
0.447,0.554,-0.844,-31.311,-45.288,-3.418
0.476,0.524,-0.837,-33.264,-41.992,-6.409
0.463,0.501,-0.834,-31.799,-37.964,-10.803
0.433,0.484,-0.826,-29.602,-34.119,-14.221
0.407,0.483,-0.795,-27.771,-31.128,-15.564
0.377,0.511,-0.761,-26.306,-29.480,-14.465
0.343,0.542,-0.729,-25.635,-29.175,-12.634
0.321,0.571,-0.701,-26.794,-30.029,-12.268
0.318,0.598,-0.681,-29.968,-31.311,-13.367
0.323,0.616,-0.677,-35.095,-32.593,-15.503
0.354,0.617,-0.690,-41.931,-32.776,-17.700
0.365,0.570,-0.711,-48.218,-32.654,-22.644
0.389,0.518,-0.742,-51.697,-31.311,-29.175
0.447,0.478,-0.780,-53.284,-29.114,-34.119
0.415,0.438,-0.804,-52.917,-23.376,-34.546
0.514,0.416,-0.822,-49.744,-7.996,-38.086
0.525,0.377,-0.861,-43.823,-5.981,-35.461
0.514,0.436,-0.853,-41.809,-7.080,-32.227
0.502,0.487,-0.844,-41.870,-10.193,-29.053
0.491,0.519,-0.842,-38.513,-13.062,-27.527
0.484,0.547,-0.847,-36.743,-16.357,-28.687
0.496,0.556,-0.870,-37.292,-20.142,-30.334
0.531,0.545,-0.901,-38.635,-23.376,-30.334
0.589,0.519,-0.940,-40.649,-25.330,-28.809
0.653,0.489,-0.968,-40.100,-25.818,-27.100
0.738,0.470,-1.012,-36.377,-23.376,-24.780
0.789,0.456,-1.025,-30.212,-20.020,-22.095
0.805,0.440,-1.028,-23.926,-15.869,-17.883
0.785,0.426,-1.013,-17.029,-11.230,-13.367
0.734,0.423,-0.981,-10.742,-6.287,-9.094
0.682,0.435,-0.946,-4.700,-1.587,-5.371
0.626,0.447,-0.897,-0.488,2.380,-2.930
0.575,0.465,-0.847,0.854,5.005,0.000
0.526,0.487,-0.802,0.427,5.981,3.174
0.486,0.497,-0.767,-0.549,6.287,5.676
0.461,0.494,-0.739,-2.441,6.409,6.531
