aX,aY,aZ,gX,gY,gZ
-0.060,-0.253,0.836,10.254,-30.701,8.240
-0.044,-0.252,0.832,14.465,-31.555,9.460
-0.042,-0.246,0.840,17.273,-31.982,11.047
-0.048,-0.238,0.856,17.517,-31.799,12.817
-0.069,-0.240,0.876,16.357,-30.762,13.855
-0.100,-0.250,0.886,14.282,-29.175,14.465
-0.134,-0.252,0.897,11.719,-26.550,15.442
-0.159,-0.261,0.908,9.033,-23.865,15.381
-0.170,-0.273,0.911,7.080,-21.423,15.137
-0.171,-0.283,0.907,6.042,-19.958,15.015
-0.170,-0.293,0.903,6.042,-19.836,15.320
-0.174,-0.302,0.906,6.836,-20.020,15.625
-0.166,-0.308,0.906,8.057,-19.775,15.869
-0.147,-0.312,0.908,9.277,-19.775,16.235
-0.133,-0.307,0.911,10.376,-20.081,17.456
-0.135,-0.294,0.924,11.047,-20.691,18.982
-0.155,-0.284,0.949,10.559,-21.179,20.447
-0.184,-0.288,0.970,9.155,-20.874,21.851
-0.210,-0.309,0.987,6.104,-19.653,22.095
-0.224,-0.339,0.990,1.404,-17.700,20.630
-0.216,-0.368,0.982,-3.113,-15.991,17.395
-0.201,-0.391,0.973,-5.798,-15.320,13.550
-0.185,-0.398,0.961,-6.348,-16.052,10.254
-0.167,-0.399,0.960,-4.517,-17.578,8.606
-0.149,-0.393,0.958,-1.465,-20.203,8.606
-0.142,-0.387,0.961,1.831,-23.621,9.399
-0.135,-0.375,0.961,3.906,-25.940,10.620
-0.121,-0.359,0.961,3.906,-26.184,11.353
-0.115,-0.347,0.962,1.709,-25.635,11.536
-0.119,-0.344,0.962,-2.502,-23.865,11.047
-0.126,-0.348,0.958,-8.057,-20.935,9.827
-0.138,-0.360,0.947,-13.855,-17.395,7.751
-0.154,-0.380,0.934,-18.555,-13.245,4.883
-0.156,-0.396,0.915,-21.179,-9.521,1.099
-0.148,-0.411,0.906,-20.996,-7.263,-2.502
-0.133,-0.414,0.897,-18.555,-7.141,-4.700
-0.108,-0.411,0.888,-14.587,-8.423,-6.287
-0.081,-0.405,0.886,-9.888,-11.536,-6.836
-0.059,-0.397,0.887,-5.737,-15.564,-6.897
-0.044,-0.391,0.890,-2.747,-19.592,-6.042
-0.034,-0.382,0.897,-1.526,-22.461,-4.517
-0.022,-0.373,0.901,-2.930,-24.475,-3.723
-0.010,-0.366,0.901,-5.920,-25.269,-3.418
-0.007,-0.363,0.884,-9.644,-25.269,-4.272
-0.016,-0.369,0.859,-13.245,-24.780,-6.592
-0.030,-0.369,0.831,-17.151,-24.048,-10.559
-0.034,-0.355,0.797,-20.630,-22.461,-15.320
-0.039,-0.335,0.771,-22.461,-21.484,-19.287
-0.036,-0.317,0.755,-23.560,-21.790,-21.973
-0.025,-0.299,0.741,-24.353,-22.522,-23.132
-0.011,-0.277,0.727,-24.963,-23.804,-23.315
-0.018,-0.248,0.709,-26.306,-26.367,-22.766
-0.048,-0.225,0.711,-28.503,-29.175,-20.996
-0.076,-0.232,0.722,-32.166,-30.151,-18.677
-0.089,-0.250,0.723,-37.354,-28.870,-18.188
-0.095,-0.259,0.729,-44.067,-26.611,-20.630
-0.100,-0.276,0.735,-51.025,-24.536,-24.597
-0.116,-0.287,0.739,-56.458,-22.583,-28.931
-0.140,-0.266,0.736,-60.120,-20.996,-34.241
-0.177,-0.254,0.742,-60.730,-19.348,-39.001
-0.204,-0.246,0.770,-58.655,-16.663,-42.236
1.226,-0.791,1.222,93.567,56.335,5.188
1.282,-0.989,1.417,66.833,72.876,1.099
1.272,-1.113,1.570,60.181,90.149,0.793
1.114,-1.141,1.725,71.045,100.281,12.939
0.836,-1.105,1.884,87.524,98.083,33.081
0.514,-1.061,2.026,97.412,84.351,48.889
0.218,-1.000,2.120,93.872,63.538,52.612
0.008,-0.867,2.134,77.026,41.809,45.837
-0.112,-0.693,2.070,52.246,22.339,31.372
-0.148,-0.535,1.952,23.132,6.348,14.404
-0.136,-0.414,1.803,-5.066,-5.737,0.183
-0.081,-0.342,1.614,-28.870,-15.808,-7.690
-0.007,-0.354,1.421,-44.373,-26.245,-10.071
0.044,-0.435,1.239,-52.795,-36.804,-7.019
0.089,-0.550,1.059,-58.655,-46.082,-0.671
0.120,-0.652,0.897,-62.439,-53.101,8.423
0.122,-0.726,0.762,-63.843,-58.716,17.029
0.066,-0.781,0.656,-63.354,-64.697,22.949
-0.018,-0.818,0.595,-60.364,-69.519,27.161
-0.101,-0.829,0.564,-56.824,-73.059,28.625
-0.167,-0.828,0.552,-52.673,-74.951,26.489
-0.219,-0.811,0.555,-47.607,-74.951,23.071
-0.243,-0.777,0.575,-42.236,-74.707,19.104
-0.260,-0.716,0.594,-35.339,-73.120,14.038
-0.260,-0.665,0.616,-26.001,-67.810,10.071
-0.266,-0.622,0.624,-17.700,-61.646,6.287
-0.256,-0.587,0.629,-11.475,-54.260,4.211
-0.231,-0.565,0.636,-7.507,-45.715,4.150
-0.210,-0.556,0.647,-5.249,-36.011,4.944
-0.218,-0.561,0.668,-4.456,-25.513,6.531
-0.244,-0.570,0.696,-4.944,-15.320,8.301
-0.274,-0.594,0.726,-6.287,-5.615,8.728
-0.322,-0.601,0.756,-7.996,1.892,6.348
-0.367,-0.600,0.783,-10.071,8.972,0.305
-0.386,-0.583,0.808,-11.353,15.320,-6.042
-0.376,-0.561,0.833,-11.169,19.653,-10.742
-0.355,-0.532,0.856,-10.925,20.020,-13.550
-0.339,-0.505,0.879,-10.986,16.357,-13.428
-0.334,-0.478,0.891,-11.841,9.644,-11.108
-0.331,-0.446,0.897,-13.306,2.808,-8.728
-0.318,-0.420,0.890,-16.052,-2.136,-7.874
-0.303,-0.400,0.869,-19.348,-5.371,-8.057
-0.298,-0.392,0.843,-23.132,-7.751,-8.301
-0.301,-0.393,0.821,-26.550,-8.972,-8.301
-0.300,-0.399,0.802,-29.114,-9.216,-8.301
-0.290,-0.403,0.786,-29.846,-9.155,-7.812
-0.271,-0.402,0.777,-28.931,-8.606,-6.165
-0.267,-0.394,0.778,-27.039,-8.362,-3.845
-0.280,-0.383,0.785,-24.963,-8.301,-1.709
-0.296,-0.374,0.797,-23.499,-7.385,-0.061
-0.308,-0.370,0.809,-23.010,-5.493,0.427
-0.324,-0.367,0.815,-23.071,-3.601,-0.732
-0.342,-0.364,0.823,-23.071,-2.258,-2.136
-0.344,-0.357,0.829,-23.010,-0.854,-3.174
-0.333,-0.376,0.840,-22.156,0.671,-4.333
-0.318,-0.397,0.846,-20.752,1.221,-5.127
-0.310,-0.399,0.844,-19.043,0.366,-5.493
-0.312,-0.382,0.848,-16.968,-1.404,-5.432
-0.321,-0.369,0.858,-12.878,-3.113,-4.028
-0.338,-0.361,0.859,-8.789,-5.005,-1.831
-0.354,-0.337,0.864,-6.531,-6.592,0.916
-0.353,-0.313,0.869,-6.348,-7.568,2.869
-0.341,-0.299,0.871,-7.996,-7.385,3.296
-0.338,-0.291,0.874,-10.986,-6.714,3.052
-0.338,-0.294,0.877,-15.503,-5.127,2.075
-0.347,-0.307,0.873,-20.325,-3.479,-0.488
-0.358,-0.320,0.866,-23.437,-2.258,-3.174
-0.364,-0.333,0.862,-24.353,-1.282,-5.615
-0.357,-0.337,0.853,-22.766,-1.465,-6.775
-0.355,-0.338,0.845,-19.226,-2.991,-6.104
-0.366,-0.324,0.847,-14.404,-6.165,-4.456
-0.377,-0.303,0.855,-10.315,-10.010,-2.014
-0.385,-0.283,0.865,-7.874,-13.245,0.732
-0.392,-0.267,0.874,-6.775,-15.198,2.686
-0.389,-0.256,0.874,-8.423,-15.259,3.723
-0.378,-0.261,0.866,-11.475,-13.611,3.723
-0.359,-0.275,0.852,-15.747,-11.230,2.319
-0.343,-0.288,0.832,-19.470,-8.728,-0.122
-0.338,-0.297,0.814,-21.545,-6.348,-2.258
-0.342,-0.310,0.808,-21.729,-4.517,-3.418
-0.345,-0.311,0.805,-20.081,-3.479,-3.784
-0.349,-0.305,0.811,-16.479,-3.601,-3.357
-0.358,-0.301,0.821,-12.024,-4.944,-2.136
-0.363,-0.292,0.831,-7.751,-6.836,-0.244
-0.359,-0.274,0.842,-5.249,-8.911,1.831
-0.359,-0.259,0.844,-4.150,-10.925,3.540
-0.370,-0.241,0.841,-4.150,-12.390,4.456
-0.383,-0.225,0.837,-5.493,-12.451,4.578
-0.386,-0.227,0.832,-7.996,-10.742,3.662
-0.375,-0.244,0.826,-10.986,-8.118,1.892
-0.358,-0.265,0.820,-13.794,-5.371,-0.061
-0.341,-0.284,0.817,-15.503,-3.784,-1.770
-0.328,-0.305,0.817,-15.137,-3.052,-2.563
-0.309,-0.320,0.819,-13.672,-2.747,-2.563
-0.301,-0.324,0.815,-11.169,-2.808,-2.197
-0.313,-0.329,0.815,-8.606,-3.296,-1.709
-0.326,-0.340,0.832,-7.385,-3.357,-1.221
-0.325,-0.339,0.837,-8.118,-2.563,-1.648
-0.319,-0.343,0.843,-8.545,-1.953,-2.991
-0.330,-0.363,0.848,-9.460,-1.648,-5.188
-0.331,-0.368,0.849,-10.071,-0.488,-6.958
-0.319,-0.363,0.843,-10.437,0.977,-9.216
-0.304,-0.364,0.840,-10.742,1.404,-11.841
-0.277,-0.361,0.826,-11.230,1.221,-14.404
-0.234,-0.351,0.813,-10.559,0.427,-17.273
-0.212,-0.329,0.797,-8.972,-0.488,-19.653
-0.207,-0.293,0.784,-6.592,-1.892,-19.409
-0.202,-0.262,0.768,-4.150,-2.686,-18.005
-0.193,-0.243,0.747,-2.625,-3.357,-16.663
-0.183,-0.242,0.745,-3.296,-3.601,-14.648
-0.162,-0.231,0.752,-5.188,-2.563,-12.817
-0.127,-0.251,0.753,-7.141,-0.793,-12.756
-0.115,-0.262,0.749,-9.338,1.404,-12.939
-0.132,-0.262,0.761,-12.024,2.808,-13.184
-0.159,-0.259,0.767,-14.771,4.944,-14.160
-0.177,-0.259,0.763,-17.090,7.935,-15.442
-0.190,-0.257,0.750,-19.287,11.108,-16.724
-0.231,-0.241,0.733,-20.508,13.672,-18.127
-0.291,-0.210,0.736,-21.057,15.930,-18.677
